iteration,locality,amr_bounds,component/count,component/time,count/allocate,count/begin_migration,count/bind,count/bind_gid,count/bind_name,count/bind_prefix,count/cache/entries,count/cache/erase_entry,count/cache/evictions,count/cache/get_entry,count/cache/hits,count/cache/insert_entry,count/cache/insertions,count/cache/misses,count/cache/update_entry,count/cumulative,count/cumulative-phases,count/decrement_credit,count/end_migration,count/free,count/get_component_typename,count/increment_credit,count/iterate_names,count/iterate_types,count/localities,count/num_localities,count/num_localities_type,count/num_threads,count/on_symbol_namespace_event,count/resolve,count/resolve_gid,count/resolve_id,count/resolve_locality,count/route,count/unbind,count/unbind_gid,count/unbind_name,locality/count,locality/time,primary/count,primary/time,subgrid_leaves,subgrids,symbol/count,symbol/time,time/allocate,time/begin_migration,time/bind,time/bind_gid,time/bind_name,time/bind_prefix,time/cache/erase_entry,time/cache/get_entry,time/cache/insert_entry,time/cache/update_entry,time/decrement_credit,time/end_migration,time/free,time/get_component_typename,time/increment_credit,time/iterate_names,time/iterate_types,time/localities,time/num_localities,time/num_localities_type,time/num_threads,time/on_symbol_namespace_event,time/resolve,time/resolve_gid,time/resolve_id,time/resolve_locality,time/route,time/unbind,time/unbind_gid,time/unbind_name,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0
1,0,0.0,0.0,0.0,1.0,0.0,103.0,7.0,0.0,0.0,4096.0,0.0,4850.0,126.0,0.0,9261.0,8883.0,9198.0,9388.0,1234.3333333333333,54790.95238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5997.0,0.0,0.0,0.0,741.0,7371.0,0.0,0.0,2.0,0.0,6.0,0.0,5997.0,3271110.0,9592.0,3508170.0,0.0,0.0,844.0,2026570.0,878.0,0.0,313108.0,13088.0,0.0,0.0,0.0,49198.0,9044180.0,15981600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3271110.0,0.0,0.0,0.0,1713460.0,2717090.0,0.0,0.0,0.0,0.0,15722.0,0.0,18106.186666666665,17311.093333333334,18604.41,16878.77666666667,17142.076666666668,15495.13,17397.416666666668,15855.79,15745.773333333333,18270.37,3574.0466666666666,2583.11,2500.1033333333335,2436.096666666667,2601.4266666666667,2461.4,2400.773333333333,2396.766666666667,2544.7633333333333,2499.0666666666666
1,1,0.0,,,0.0,0.0,80.0,0.0,,,1.0,0.0,0.0,4.0,2.0,1.0,1.0,4.0,2.0,48.904761904761905,1464.4285714285713,0.0,0.0,,,0.0,0.0,,,,,,0.0,77.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,157.0,306861.0,0.0,0.0,197650.0,0.0,,,0.0,1831.0,1327.0,5308.0,0.0,0.0,,,0.0,0.0,,,,,,0.0,109211.0,0.0,,,0.0,0.0,0.0,,554.6466666666666,482.3233333333333,533.9666666666667,552.6566666666666,482.3233333333333,549.6533333333333,528.9866666666667,511.31,574.9266666666666,590.9866666666667,65.32666666666667,53.660000000000004,61.99333333333334,65.32666666666667,54.99333333333334,64.32000000000001,53.99,66.66000000000001,64.32666666666667,57.99333333333334
1,2,0.0,,,0.0,0.0,98.0,0.0,,,1.0,0.0,0.0,4.0,2.0,1.0,1.0,4.0,2.0,52.19047619047619,2805.8571428571427,0.0,0.0,,,0.0,0.0,,,,,,0.0,95.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,193.0,371882.0,0.0,0.0,241422.0,0.0,,,0.0,2130.0,1537.0,4686.0,0.0,0.0,,,0.0,0.0,,,,,,0.0,130460.0,0.0,,,0.0,0.0,0.0,,973.3066666666667,903.32,861.9899999999999,930.6533333333333,932.6533333333333,953.9866666666667,948.32,983.6433333333333,950.64,937.32,74.57666666666667,139.99333333333334,124.99000000000001,118.99333333333334,152.65666666666667,136.65666666666667,161.32333333333335,131.99333333333334,127.32666666666667,129.99333333333334
1,3,0.0,,,0.0,0.0,84.0,0.0,,,1.0,0.0,0.0,4.0,2.0,1.0,1.0,4.0,2.0,48.333333333333336,199.04761904761904,0.0,0.0,,,0.0,0.0,,,,,,0.0,81.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,165.0,319354.0,0.0,0.0,208781.0,0.0,,,0.0,1926.0,1481.0,5282.0,0.0,0.0,,,0.0,0.0,,,,,,0.0,110573.0,0.0,,,0.0,0.0,0.0,,134.98,79.32333333333334,90.32666666666667,77.99,81.65333333333334,76.99333333333334,81.63333333333334,87.66000000000001,71.32666666666667,76.31666666666666,67.65666666666667,62.32333333333333,69.32666666666667,71.66000000000001,65.99,64.66000000000001,78.65666666666667,69.99333333333334,66.99,61.99
1,4,0.0,,,0.0,0.0,94.0,0.0,,,1.0,0.0,0.0,4.0,2.0,1.0,1.0,4.0,2.0,51.095238095238095,2267.809523809524,0.0,0.0,,,0.0,0.0,,,,,,0.0,87.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,181.0,360528.0,0.0,0.0,236543.0,0.0,,,0.0,1975.0,1237.0,4547.0,0.0,0.0,,,0.0,0.0,,,,,,0.0,123985.0,0.0,,,0.0,0.0,0.0,,824.6433333333333,772.6533333333333,791.2933333333334,776.9899999999999,764.31,767.32,792.9866666666667,855.6533333333333,865.2966666666666,815.32,82.92666666666666,74.66000000000001,70.66000000000001,72.99,65.99,81.99,84.99333333333334,75.65666666666667,76.65333333333334,73.99333333333334
1,5,0.0,,,0.0,0.0,77.0,0.0,,,1.0,0.0,0.0,4.0,2.0,1.0,1.0,4.0,2.0,47.714285714285715,3591.6190476190477,0.0,0.0,,,0.0,0.0,,,,,,0.0,75.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,152.0,294762.0,0.0,0.0,188797.0,0.0,,,0.0,1789.0,1376.0,4583.0,0.0,0.0,,,0.0,0.0,,,,,,0.0,105965.0,0.0,,,0.0,0.0,0.0,,912.3166666666666,869.6533333333333,956.9866666666667,948.3233333333333,875.65,894.2966666666666,900.6533333333333,884.9899999999999,907.31,833.9866666666667,59.330000000000005,503.99333333333334,537.9866666666667,476.65333333333336,527.9833333333333,464.99,477.99333333333334,471.31666666666666,482.3233333333333,423.99
1,6,0.0,,,0.0,0.0,82.0,0.0,,,1.0,0.0,0.0,4.0,2.0,1.0,1.0,4.0,2.0,49.285714285714285,3234.7619047619046,0.0,0.0,,,0.0,0.0,,,,,,0.0,80.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,162.0,314528.0,0.0,0.0,201379.0,0.0,,,0.0,1922.0,1401.0,5346.0,0.0,0.0,,,0.0,0.0,,,,,,0.0,113149.0,0.0,,,0.0,0.0,0.0,,1152.6466666666668,1094.32,1117.6533333333334,983.62,1034.6433333333332,1079.6499999999999,1124.32,1129.3133333333333,1144.6533333333334,1177.6499999999999,61.326666666666675,111.99000000000001,121.99000000000001,119.65666666666668,122.99000000000001,98.99666666666667,112.65666666666668,121.99000000000001,123.32333333333334,130.32333333333335
1,7,0.0,,,0.0,0.0,91.0,0.0,,,1.0,0.0,0.0,4.0,2.0,1.0,1.0,4.0,2.0,50.285714285714285,3283.285714285714,0.0,0.0,,,0.0,0.0,,,,,,0.0,87.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,178.0,347257.0,0.0,0.0,224129.0,0.0,,,0.0,2030.0,1225.0,4752.0,0.0,0.0,,,0.0,0.0,,,,,,0.0,123128.0,0.0,,,0.0,0.0,0.0,,1202.3,1165.6466666666668,1241.3066666666666,1205.6499999999999,1452.6499999999999,1151.6466666666668,1065.6499999999999,1098.6433333333332,1118.9866666666667,1227.6266666666668,158.32666666666668,111.32333333333334,99.66000000000001,135.65666666666667,223.65666666666667,212.99,212.99,182.99333333333334,226.65666666666667,209.98666666666668
1,8,0.0,,,0.0,0.0,97.0,0.0,,,1.0,0.0,0.0,4.0,2.0,1.0,1.0,4.0,2.0,52.61904761904762,178.0952380952381,0.0,0.0,,,0.0,0.0,,,,,,0.0,92.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,189.0,375751.0,0.0,0.0,248968.0,0.0,,,0.0,1952.0,1123.0,4916.0,0.0,0.0,,,0.0,0.0,,,,,,0.0,126783.0,0.0,,,0.0,0.0,0.0,,125.64999999999999,92.65666666666668,64.99666666666667,90.59666666666668,79.99,71.63666666666667,74.99333333333334,76.32666666666667,80.98666666666666,75.66000000000001,72.99333333333334,57.99333333333334,62.99333333333334,64.65666666666667,66.65666666666667,55.98666666666667,66.99,63.32,63.326666666666675,72.31666666666666
1,9,0.0,,,0.0,0.0,78.0,0.0,,,1.0,0.0,0.0,4.0,2.0,1.0,1.0,4.0,2.0,49.23809523809524,200.66666666666666,0.0,0.0,,,0.0,0.0,,,,,,0.0,77.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,155.0,307516.0,0.0,0.0,195200.0,0.0,,,0.0,1793.0,1427.0,5546.0,0.0,0.0,,,0.0,0.0,,,,,,0.0,112316.0,0.0,,,0.0,0.0,0.0,,134.97666666666666,101.98666666666668,73.31666666666666,84.32000000000001,93.65333333333335,76.31,84.99,80.63,93.65333333333335,79.65333333333334,56.660000000000004,64.99333333333334,65.66000000000001,63.99,72.66000000000001,67.32333333333334,56.32333333333333,64.66000000000001,66.99,62.99
